date,country,cases,deaths,icu_patients,hosp_patients,tests,positive_rate,vac,fully_vac,population,month,year
2020-12-21,Denmark,3205,18,87,713,9671871,0.026,8,NA,5813302,12,2020
2020-12-22,Denmark,2546,17,83,723,9835397,0.025,11,NA,5813302,12,2020
2020-12-23,Denmark,3303,26,91,720,9955989,0.025,15,NA,5813302,12,2020
2020-12-24,Denmark,2874,18,97,724,9994856,0.026,19,NA,5813302,12,2020
2020-12-25,Denmark,2999,20,98,726,10034238,0.027,NA,NA,5813302,12,2020
2020-12-26,Denmark,1838,19,96,776,10097088,0.027,23,NA,5813302,12,2020
2020-12-27,Denmark,2188,21,102,817,10164245,0.029,5985,NA,5813302,12,2020
2020-12-28,Denmark,2482,30,113,872,10276506,0.03,7929,NA,5813302,12,2020
2020-12-29,Denmark,2640,22,128,900,10394395,0.033,16328,NA,5813302,12,2020
2020-12-30,Denmark,2788,30,136,926,10505775,0.032,27056,NA,5813302,12,2020
2020-12-31,Denmark,2254,42,132,879,10540237,0.032,32717,NA,5813302,12,2020
2021-01-01,Denmark,2451,24,129,885,10572258,0.031,34863,1,5813302,1,2021
2021-01-02,Denmark,1615,23,136,944,10645712,0.03,42942,1,5813302,1,2021
2021-01-03,Denmark,1176,29,136,937,10711335,0.028,48324,1,5813302,1,2021
2021-01-04,Denmark,2078,15,140,964,10818696,0.028,50679,2,5813302,1,2021
2021-01-05,Denmark,1997,31,141,942,10924273,0.027,63240,2,5813302,1,2021
2021-01-06,Denmark,2230,31,137,886,11021308,0.027,81433,2,5813302,1,2021
2021-01-07,Denmark,1844,37,134,861,11107729,0.024,97552,3,5813302,1,2021
2021-01-08,Denmark,1663,30,138,864,11184299,0.021,105368,4,5813302,1,2021
2021-01-09,Denmark,1745,25,132,833,11237820,0.022,107217,6,5813302,1,2021
2021-01-10,Denmark,1246,28,138,875,11286574,0.022,108037,6,5813302,1,2021
2021-01-11,Denmark,1239,27,138,920,11369285,0.022,108699,6,5813302,1,2021
2021-01-12,Denmark,1076,26,135,917,11455476,0.021,109163,8,5813302,1,2021
2021-01-13,Denmark,1359,37,137,859,11534336,0.02,121380,11,5813302,1,2021
2021-01-14,Denmark,1,0,128,839,11641073,0.016,138402,12,5813302,1,2021
2021-01-15,Denmark,2162,60,129,792,11741980,0.016,152764,17,5813302,1,2021
2021-01-16,Denmark,880,27,137,779,11819340,0.014,157133,26,5813302,1,2021
2021-01-17,Denmark,889,28,131,799,11894613,0.013,159457,670,5813302,1,2021
2021-01-18,Denmark,807,30,132,817,12006007,0.011,163107,2640,5813302,1,2021
2021-01-19,Denmark,725,32,132,792,12131194,0.01,165454,4562,5813302,1,2021
2021-01-20,Denmark,888,35,132,771,12247871,0.009,166889,6300,5813302,1,2021
2021-01-21,Denmark,760,37,136,745,12374600,0.01,168365,8492,5813302,1,2021
2021-01-22,Denmark,773,32,130,745,12487752,0.008,169006,13832,5813302,1,2021
2021-01-23,Denmark,879,28,125,703,12569535,0.008,169698,20404,5813302,1,2021
2021-01-24,Denmark,754,14,124,725,12649589,0.007,170266,26336,5813302,1,2021
2021-01-25,Denmark,625,27,123,738,12776571,0.007,170543,28652,5813302,1,2021
2021-01-26,Denmark,654,20,119,684,12900472,0.007,170756,30283,5813302,1,2021
2021-01-27,Denmark,592,20,112,666,13018116,0.007,170959,34418,5813302,1,2021
2021-01-28,Denmark,668,21,113,611,13156853,0.006,171190,42261,5813302,1,2021
2021-01-29,Denmark,456,13,103,583,13275028,0.006,172239,59592,5813302,1,2021
2021-01-30,Denmark,431,22,102,541,13358197,0.005,173367,71645,5813302,1,2021
2021-01-31,Denmark,377,19,97,529,13435740,0.005,174509,83005,5813302,1,2021
2021-02-01,Denmark,488,20,94,544,13563838,0.005,175240,90564,5813302,2,2021
2021-02-02,Denmark,397,15,93,504,13683363,0.004,177137,93454,5813302,2,2021
2021-02-03,Denmark,425,10,90,482,13798534,0.004,178560,99435,5813302,2,2021
2021-02-04,Denmark,554,14,86,444,13946972,0.004,179911,109959,5813302,2,2021
2021-02-05,Denmark,438,17,82,405,14079778,0.004,181442,122801,5813302,2,2021
2021-02-06,Denmark,413,14,78,382,14171052,0.004,182412,129276,5813302,2,2021
2021-02-07,Denmark,436,1,76,378,14250012,0.004,184195,132753,5813302,2,2021
2021-02-08,Denmark,430,0,73,400,14378825,0.004,186595,139541,5813302,2,2021
2021-02-09,Denmark,367,28,74,371,14497552,0.004,190013,144240,5813302,2,2021
2021-02-10,Denmark,470,11,74,370,14620513,0.004,193225,148013,5813302,2,2021
2021-02-11,Denmark,478,14,69,357,14773454,0.004,198847,150415,5813302,2,2021
2021-02-12,Denmark,428,11,68,337,14905021,0.004,210751,157949,5813302,2,2021
2021-02-13,Denmark,274,4,64,308,14995126,0.003,217133,158878,5813302,2,2021
2021-02-14,Denmark,295,8,65,309,15080072,0.003,223208,159484,5813302,2,2021
2021-02-15,Denmark,437,9,68,315,15210763,0.003,236609,162578,5813302,2,2021
2021-02-16,Denmark,385,7,63,298,15335363,0.003,249477,163888,5813302,2,2021
2021-02-17,Denmark,414,8,57,280,15459499,0.003,259644,164304,5813302,2,2021
2021-02-18,Denmark,468,3,57,269,15613307,0.003,270912,164620,5813302,2,2021
2021-02-19,Denmark,552,8,51,264,15742099,0.003,284518,165565,5813302,2,2021
2021-02-20,Denmark,464,6,51,248,15839723,0.004,294706,166126,5813302,2,2021
2021-02-21,Denmark,496,5,53,248,15936642,0.004,305215,166476,5813302,2,2021
2021-02-22,Denmark,450,5,51,254,16085466,0.004,318450,167560,5813302,2,2021
2021-02-23,Denmark,529,0,48,247,16225092,0.004,332564,169449,5813302,2,2021
2021-02-24,Denmark,523,2,47,238,16360992,0.004,346006,171313,5813302,2,2021
2021-02-25,Denmark,603,6,45,235,16529621,0.004,360395,171923,5813302,2,2021
2021-02-26,Denmark,530,2,43,231,16682987,0.004,395935,172923,5813302,2,2021
2021-02-27,Denmark,520,5,44,217,16803275,0.004,402461,174297,5813302,2,2021
2021-02-28,Denmark,463,3,41,231,16921417,0.004,413150,175626,5813302,2,2021
2021-03-01,Denmark,497,4,44,243,17090334,0.004,432516,176672,5813302,3,2021
2021-03-02,Denmark,532,2,39,232,17251493,0.004,449013,177930,5813302,3,2021
2021-03-03,Denmark,574,3,34,225,17408033,0.004,461899,178930,5813302,3,2021
2021-03-04,Denmark,521,4,30,217,17595112,0.003,479200,180708,5813302,3,2021
2021-03-05,Denmark,614,3,31,215,17750359,0.003,495565,186306,5813302,3,2021
2021-03-06,Denmark,394,0,33,211,17865841,0.003,509988,190161,5813302,3,2021
2021-03-07,Denmark,513,2,37,224,17987484,0.003,521783,194356,5813302,3,2021
2021-03-08,Denmark,427,2,38,234,18157921,0.003,531224,200654,5813302,3,2021
2021-03-09,Denmark,527,0,38,221,18313416,0.003,541987,207651,5813302,3,2021
2021-03-10,Denmark,2007,1,43,230,18467018,0.005,553897,214685,5813302,3,2021
2021-03-11,Denmark,862,2,44,222,18653558,0.005,558355,222470,5813302,3,2021
2021-03-12,Denmark,645,3,38,225,18814782,0.005,561622,232779,5813302,3,2021
2021-03-13,Denmark,613,3,39,213,18946304,0.005,566091,238524,5813302,3,2021
2021-03-14,Denmark,542,1,39,217,19081042,0.005,567305,247702,5813302,3,2021
2021-03-15,Denmark,612,2,40,211,19269363,0.005,570072,257354,5813302,3,2021
2021-03-16,Denmark,771,2,43,207,19449268,0.005,576762,266609,5813302,3,2021
2021-03-17,Denmark,787,1,41,196,19617084,0.004,587368,275562,5813302,3,2021
2021-03-18,Denmark,786,1,38,195,19810930,0.004,601858,282672,5813302,3,2021
2021-03-19,Denmark,843,0,38,191,19975729,0.004,609614,294208,5813302,3,2021
2021-03-20,Denmark,590,2,40,179,20106388,0.004,612570,298935,5813302,3,2021
2021-03-21,Denmark,657,1,40,184,20241856,0.004,617503,303522,5813302,3,2021
2021-03-22,Denmark,1272,2,42,192,20429636,0.005,621569,311149,5813302,3,2021
2021-03-23,Denmark,254,1,46,214,20610544,0.004,627615,318610,5813302,3,2021
2021-03-25,Denmark,814,5,44,214,20976076,0.002,645045,340112,5813302,3,2021
2021-03-26,Denmark,789,2,40,207,21151129,0.002,651171,347829,5813302,3,2021
2021-03-27,Denmark,416,2,41,192,21271479,0.002,661064,350888,5813302,3,2021
2021-03-28,Denmark,964,1,43,200,21394937,0.002,671756,353657,5813302,3,2021
2021-03-29,Denmark,679,1,41,216,21582518,0.002,689593,359755,5813302,3,2021
2021-03-30,Denmark,1210,2,41,226,21777250,0.002,711059,365733,5813302,3,2021
2021-03-31,Denmark,701,2,43,218,21972115,0.005,724049,375319,5813302,3,2021
2021-04-01,Denmark,662,4,39,211,22111768,0.005,728262,382145,5813302,4,2021
2021-04-02,Denmark,708,1,41,211,22225631,0.005,733153,389045,5813302,4,2021
2021-04-03,Denmark,745,4,39,215,22354309,0.005,745200,391221,5813302,4,2021
2021-04-04,Denmark,600,1,39,211,22520651,0.005,756810,392987,5813302,4,2021
2021-04-05,Denmark,479,1,40,220,22700050,0.005,769067,394304,5813302,4,2021
2021-04-06,Denmark,520,2,38,219,22908259,0.004,785007,400316,5813302,4,2021
2021-04-07,Denmark,614,3,34,237,23084873,0.004,801569,408442,5813302,4,2021
2021-04-08,Denmark,717,1,37,237,23277732,0.004,815285,416905,5813302,4,2021
2021-04-09,Denmark,698,0,37,221,23450430,0.004,831698,425505,5813302,4,2021
2021-04-10,Denmark,755,3,38,208,23601989,0.004,848402,430917,5813302,4,2021
2021-04-11,Denmark,691,2,38,211,23756052,0.004,863257,434804,5813302,4,2021
2021-04-12,Denmark,514,2,40,207,23960586,0.004,956961,446254,5813302,4,2021
2021-04-13,Denmark,563,3,39,197,24151436,0.004,975443,452439,5813302,4,2021
2021-04-14,Denmark,664,1,41,204,24334112,0.004,986870,463512,5813302,4,2021
2021-04-15,Denmark,798,2,37,191,24535393,0.004,1002140,472555,5813302,4,2021
2021-04-16,Denmark,677,3,36,185,24703192,0.004,1019504,480668,5813302,4,2021
2021-04-17,Denmark,724,0,40,173,24845696,0.004,1038251,483391,5813302,4,2021
2021-04-18,Denmark,902,3,35,181,24997764,0.004,1052725,488503,5813302,4,2021
2021-04-19,Denmark,741,4,36,199,25197918,0.004,1077512,502806,5813302,4,2021
2021-04-20,Denmark,692,4,38,194,25387094,0.004,1099496,519642,5813302,4,2021
2021-04-21,Denmark,803,2,41,191,25574546,0.004,1121980,532302,5813302,4,2021
2021-04-22,Denmark,893,2,44,191,25799021,0.004,1150177,537672,5813302,4,2021
2021-04-23,Denmark,702,5,42,190,25979581,0.004,1172316,548846,5813302,4,2021
2021-04-24,Denmark,547,2,40,177,26119160,0.004,1187194,556415,5813302,4,2021
2021-04-25,Denmark,612,1,40,181,26271792,0.004,1202376,561688,5813302,4,2021
2021-04-26,Denmark,704,2,39,177,26465532,0.004,1233808,569533,5813302,4,2021
2021-04-27,Denmark,624,2,36,172,26644653,0.004,1260320,590357,5813302,4,2021
2021-04-28,Denmark,835,2,32,181,26829917,0.004,1284382,610835,5813302,4,2021
2021-04-29,Denmark,769,2,30,173,27056766,0.004,1310253,628701,5813302,4,2021
2021-04-30,Denmark,1,0,35,176,27192966,0.003,1323674,632651,5813302,4,2021
2021-05-01,Denmark,1491,6,37,174,27323838,0.004,1330985,638762,5813302,5,2021
2021-05-02,Denmark,867,1,37,179,27475232,0.004,1347620,652517,5813302,5,2021
2021-05-03,Denmark,761,0,42,184,27665863,0.004,1368046,698098,5813302,5,2021
2021-05-04,Denmark,810,1,43,163,27843379,0.005,1395659,722816,5813302,5,2021
2021-05-05,Denmark,3,0,40,161,28039744,0.004,1422441,752008,5813302,5,2021
2021-05-06,Denmark,2000,2,34,156,28274283,0.005,1443959,777521,5813302,5,2021
2021-05-07,Denmark,1023,2,31,157,28474432,0.005,1460426,802064,5813302,5,2021
2021-05-08,Denmark,677,2,30,143,28619370,0.005,1469893,832834,5813302,5,2021
2021-05-09,Denmark,874,0,31,150,28782230,0.005,1485804,849501,5813302,5,2021
2021-05-10,Denmark,932,0,27,153,28992077,0.005,1512345,885576,5813302,5,2021
2021-05-11,Denmark,926,2,32,165,29189768,0.005,1542020,911788,5813302,5,2021
2021-05-12,Denmark,1246,0,29,158,29411061,0.006,1568183,938748,5813302,5,2021
2021-05-13,Denmark,1355,0,36,154,29589599,0.005,1587874,958421,5813302,5,2021
2021-05-14,Denmark,951,0,33,163,29757028,0.005,1608456,989169,5813302,5,2021
2021-05-15,Denmark,1075,3,33,162,29896450,0.006,1623869,1008578,5813302,5,2021
2021-05-16,Denmark,964,0,32,164,30064748,0.006,1643826,1022639,5813302,5,2021
2021-05-17,Denmark,836,1,29,173,30267892,0.006,1674854,1052739,5813302,5,2021
2021-05-18,Denmark,916,0,31,166,30446923,0.006,1704428,1083483,5813302,5,2021
2021-05-19,Denmark,1091,2,33,163,30622712,0.006,1736156,1106077,5813302,5,2021
2021-05-20,Denmark,1214,1,33,160,30837091,0.006,1768590,1128402,5813302,5,2021
2021-05-21,Denmark,1352,0,31,143,31022320,0.006,1803855,1147659,5813302,5,2021
2021-05-22,Denmark,753,1,32,146,31134931,0.006,1829786,1159547,5813302,5,2021
2021-05-23,Denmark,838,1,35,139,31268340,0.006,1852346,1165740,5813302,5,2021
2021-05-24,Denmark,935,1,37,143,31416356,0.006,1875766,1175460,5813302,5,2021
2021-05-25,Denmark,796,1,36,148,31587477,0.006,1919206,1188349,5813302,5,2021
2021-05-26,Denmark,1076,1,36,148,31738998,0.006,1966585,1200480,5813302,5,2021
2021-05-27,Denmark,1125,0,36,149,31939630,0.006,2015893,1212888,5813302,5,2021
2021-05-28,Denmark,1003,1,33,143,32092144,0.006,2056892,1222624,5813302,5,2021
2021-05-29,Denmark,1044,4,33,144,32186336,0.006,2086697,1227869,5813302,5,2021
2021-05-30,Denmark,958,0,36,148,32309095,0.007,2112511,1234837,5813302,5,2021
2021-05-31,Denmark,844,0,34,153,32458608,0.007,2148629,1256320,5813302,5,2021
2021-06-01,Denmark,911,0,36,155,32587714,0.007,2188359,1273986,5813302,6,2021
2021-06-02,Denmark,956,0,37,157,32727116,0.007,2230979,1291353,5813302,6,2021
2021-06-03,Denmark,1036,1,34,143,32916341,0.007,2267179,1315052,5813302,6,2021
2021-06-04,Denmark,935,0,32,145,33058190,0.007,2308536,1329320,5813302,6,2021
2021-06-05,Denmark,597,1,30,134,33136824,0.007,2343475,1336818,5813302,6,2021
2021-06-06,Denmark,855,0,29,138,33246000,0.007,2373423,1351930,5813302,6,2021
2021-06-07,Denmark,460,2,27,137,33373208,0.006,2426984,1373742,5813302,6,2021
2021-06-08,Denmark,380,0,27,124,33479373,0.006,2480468,1398373,5813302,6,2021
2021-06-09,Denmark,909,0,27,122,33588670,0.006,2533227,1422579,5813302,6,2021
2021-06-10,Denmark,477,2,22,120,33742919,0.006,2592042,1440063,5813302,6,2021
2021-06-11,Denmark,418,1,23,111,33848506,0.005,2640455,1458359,5813302,6,2021
2021-06-12,Denmark,439,2,20,99,33906302,0.005,2673944,1471215,5813302,6,2021
2021-06-13,Denmark,316,0,20,98,33986776,0.005,2707491,1484552,5813302,6,2021
2021-06-14,Denmark,238,1,20,102,34081591,0.004,2759911,1506608,5813302,6,2021
2021-06-15,Denmark,227,1,19,101,34168714,0.004,2820201,1525220,5813302,6,2021
2021-06-16,Denmark,353,0,20,93,34258586,0.004,2872031,1551183,5813302,6,2021
2021-06-17,Denmark,332,1,19,84,34372366,0.004,2922972,1572804,5813302,6,2021
2021-06-18,Denmark,205,0,20,84,34454945,0.003,2957847,1599990,5813302,6,2021
2021-06-19,Denmark,244,2,20,76,34505868,0.003,2981518,1618013,5813302,6,2021
2021-06-20,Denmark,194,0,19,80,34579370,0.003,3010611,1633718,5813302,6,2021
2021-06-21,Denmark,151,1,17,82,34656976,0.003,3050012,1659716,5813302,6,2021
2021-06-22,Denmark,157,0,18,67,34727884,0.003,3096366,1686804,5813302,6,2021
2021-06-23,Denmark,224,0,15,64,34803936,0.003,3134738,1719419,5813302,6,2021
2021-06-24,Denmark,173,0,16,68,34920800,0.002,3168501,1753891,5813302,6,2021
2021-06-25,Denmark,222,0,17,65,35007814,0.002,3197569,1786651,5813302,6,2021
2021-06-26,Denmark,196,0,17,63,35060233,0.002,3216576,1809210,5813302,6,2021
2021-06-27,Denmark,175,1,17,66,35124430,0.002,3232688,1833456,5813302,6,2021
2021-06-28,Denmark,151,1,14,65,35202909,0.002,3263219,1867758,5813302,6,2021
2021-06-29,Denmark,246,1,14,62,35278817,0.003,3293711,1909984,5813302,6,2021
2021-06-30,Denmark,341,0,12,55,35368787,0.003,3326455,1948580,5813302,6,2021
2021-07-01,Denmark,477,1,12,52,35501159,0.003,3358141,1989212,5813302,7,2021
2021-07-02,Denmark,326,1,11,48,35611703,0.003,3377722,2033265,5813302,7,2021
2021-07-03,Denmark,450,1,10,43,35680496,0.003,3389287,2065967,5813302,7,2021
2021-07-04,Denmark,392,0,9,39,35760424,0.004,3402104,2095297,5813302,7,2021
2021-07-05,Denmark,341,0,9,40,35854278,0.004,3434615,2138369,5813302,7,2021
2021-07-06,Denmark,551,1,8,43,35942326,0.004,3474826,2180682,5813302,7,2021
2021-07-07,Denmark,699,0,9,39,36034594,0.005,3521208,2220342,5813302,7,2021
2021-07-08,Denmark,672,0,8,38,36153994,0.005,3568399,2257231,5813302,7,2021
2021-07-09,Denmark,559,0,9,35,36262991,0.006,3613464,2290437,5813302,7,2021
2021-07-10,Denmark,541,1,9,28,36337707,0.006,3644224,2312207,5813302,7,2021
2021-07-11,Denmark,635,0,9,29,36414093,0.006,3678854,2334220,5813302,7,2021
2021-07-12,Denmark,860,0,9,37,36499350,0.007,3714366,2388755,5813302,7,2021
2021-07-13,Denmark,1075,0,10,47,36579295,0.008,3755117,2438420,5813302,7,2021
2021-07-14,Denmark,1210,0,12,51,36665865,0.009,3798205,2483152,5813302,7,2021
2021-07-15,Denmark,1148,1,11,51,36775539,0.01,3831321,2536650,5813302,7,2021
2021-07-16,Denmark,973,1,11,53,36875146,0.011,3861404,2580133,5813302,7,2021
2021-07-17,Denmark,1040,1,10,55,36948295,0.011,3885804,2606536,5813302,7,2021
2021-07-18,Denmark,651,0,10,53,37025280,0.011,3906197,2640428,5813302,7,2021
2021-07-19,Denmark,855,0,9,50,37106851,0.011,3938797,2695001,5813302,7,2021
2021-07-20,Denmark,830,0,10,50,37177085,0.011,3971847,2751477,5813302,7,2021
2021-07-21,Denmark,859,0,12,55,37248690,0.011,4001956,2806545,5813302,7,2021
2021-07-22,Denmark,815,0,13,57,37331366,0.011,4026335,2858285,5813302,7,2021
2021-07-23,Denmark,708,0,11,55,37406985,0.011,4051136,2901913,5813302,7,2021
2021-07-24,Denmark,765,0,10,56,37459927,0.011,4068737,2925597,5813302,7,2021
2021-07-25,Denmark,647,0,10,59,37521416,0.011,4082165,2957149,5813302,7,2021
2021-07-26,Denmark,772,1,10,60,37588659,0.011,4107210,2999193,5813302,7,2021
2021-07-27,Denmark,568,3,10,61,37646737,0.011,4130346,3043977,5813302,7,2021
2021-07-28,Denmark,1301,1,10,64,37710152,0.012,4149383,3087264,5813302,7,2021
2021-07-29,Denmark,857,1,10,57,37783679,0.012,4168242,3126292,5813302,7,2021
2021-07-30,Denmark,1088,0,8,56,37853629,0.013,4182480,3161068,5813302,7,2021
2021-07-31,Denmark,741,2,8,54,37907309,0.013,4188968,3181099,5813302,7,2021
2021-08-01,Denmark,898,0,8,57,37962950,0.014,4197796,3200291,5813302,8,2021
2021-08-02,Denmark,785,1,8,54,38019844,0.014,4214168,3240944,5813302,8,2021
2021-08-03,Denmark,820,0,8,62,38069543,0.015,4227710,3284003,5813302,8,2021
2021-08-04,Denmark,932,0,8,59,38124328,0.015,4239161,3328555,5813302,8,2021
2021-08-05,Denmark,948,2,9,62,38191042,0.015,4250655,3368423,5813302,8,2021
2021-08-06,Denmark,874,0,12,69,38262197,0.015,4260647,3408372,5813302,8,2021
2021-08-07,Denmark,954,0,12,67,38320017,0.015,4268400,3435298,5813302,8,2021
2021-08-08,Denmark,828,0,13,80,38380954,0.015,4272518,3471172,5813302,8,2021
2021-08-09,Denmark,942,0,13,83,38440701,0.015,4282537,3526566,5813302,8,2021
2021-08-10,Denmark,1009,2,14,85,38493534,0.015,4292456,3581266,5813302,8,2021
2021-08-11,Denmark,1176,0,18,103,38547870,0.016,4298709,3638762,5813302,8,2021
2021-08-12,Denmark,1105,1,16,113,38617868,0.016,4304726,3688851,5813302,8,2021
2021-08-13,Denmark,1056,3,14,101,38684880,0.017,4311170,3735724,5813302,8,2021
2021-08-14,Denmark,927,1,16,94,38730206,0.017,4315502,3771026,5813302,8,2021
2021-08-15,Denmark,850,1,15,107,38789239,0.017,4320012,3808459,5813302,8,2021
2021-08-16,Denmark,964,0,15,117,38857656,0.017,4327275,3853493,5813302,8,2021
2021-08-17,Denmark,895,2,15,101,38924200,0.016,4334450,3891176,5813302,8,2021
2021-08-18,Denmark,1209,0,16,105,38993625,0.016,4340013,3927768,5813302,8,2021
2021-08-19,Denmark,998,0,15,116,39077265,0.015,4346204,3954268,5813302,8,2021
2021-08-20,Denmark,934,1,16,115,39152027,0.015,4351170,3983021,5813302,8,2021
2021-08-21,Denmark,1026,1,15,115,39200448,0.015,4355712,4002711,5813302,8,2021
2021-08-22,Denmark,720,2,20,124,39262034,0.014,4358752,4018888,5813302,8,2021
2021-08-23,Denmark,783,1,18,131,39341284,0.014,4364426,4049266,5813302,8,2021
2021-08-24,Denmark,1345,1,20,131,39415021,0.014,4370250,4077952,5813302,8,2021
2021-08-25,Denmark,992,3,21,133,39495632,0.014,4375212,4096719,5813302,8,2021
2021-08-26,Denmark,987,2,19,127,39584978,0.013,4379706,4115137,5813302,8,2021
2021-08-27,Denmark,936,3,19,126,39661008,0.013,4384346,4135530,5813302,8,2021
2021-08-28,Denmark,877,1,19,124,39708493,0.013,4387060,4145560,5813302,8,2021
2021-08-29,Denmark,742,3,19,129,39766148,0.013,4389466,4157295,5813302,8,2021
2021-08-30,Denmark,762,0,22,142,39835848,0.013,4393566,4181853,5813302,8,2021
2021-08-31,Denmark,845,4,21,147,39900749,0.013,4397235,4198990,5813302,8,2021
2021-09-01,Denmark,834,0,25,134,39961343,0.013,4400215,4209585,5813302,9,2021
2021-09-02,Denmark,699,0,25,132,40030903,0.013,4403130,4219668,5813302,9,2021
2021-09-03,Denmark,697,3,26,137,40085943,0.013,4405792,4228523,5813302,9,2021
2021-09-04,Denmark,444,3,26,121,40120136,0.012,4407626,4235802,5813302,9,2021
2021-09-05,Denmark,645,0,26,124,40163909,0.012,4409735,4241777,5813302,9,2021
2021-09-06,Denmark,466,2,26,125,40223230,0.012,4411892,4251202,5813302,9,2021
2021-09-07,Denmark,460,2,26,123,40275110,0.011,4414137,4259205,5813302,9,2021
2021-09-08,Denmark,531,5,28,128,40324029,0.011,4416449,4266033,5813302,9,2021
2021-09-09,Denmark,596,5,28,132,40379041,0.011,4418397,4272231,5813302,9,2021
2021-09-10,Denmark,567,4,29,132,40424458,0.011,4420536,4279788,5813302,9,2021
2021-09-11,Denmark,397,3,32,124,40453198,0.011,4422362,4285571,5813302,9,2021
2021-09-12,Denmark,439,0,32,125,40488020,0.011,4423715,4290475,5813302,9,2021
2021-09-13,Denmark,265,3,30,125,40534194,0.01,4425623,4297205,5813302,9,2021
2021-09-14,Denmark,443,0,30,117,40575592,0.011,4427416,4302728,5813302,9,2021
2021-09-15,Denmark,399,3,28,116,40615832,0.011,4429161,4308425,5813302,9,2021
2021-09-16,Denmark,325,2,26,102,40663028,0.01,4430816,4313131,5813302,9,2021
2021-09-17,Denmark,340,3,24,105,40699749,0.009,4432428,4318048,5813302,9,2021
2021-09-18,Denmark,341,3,23,97,40723001,0.009,4433550,4321731,5813302,9,2021
2021-09-19,Denmark,260,3,23,98,40752044,0.009,4434553,4324822,5813302,9,2021
2021-09-20,Denmark,276,2,22,99,40793212,0.009,4436288,4331039,5813302,9,2021
2021-09-21,Denmark,386,3,22,96,40830611,0.009,4437750,4335706,5813302,9,2021
2021-09-22,Denmark,371,1,22,89,40868442,0.009,4439230,4339709,5813302,9,2021
2021-09-23,Denmark,362,4,18,87,40910109,0.009,4440424,4343223,5813302,9,2021
2021-09-24,Denmark,406,2,17,87,40944571,0.01,4441602,4346787,5813302,9,2021
2021-09-25,Denmark,375,0,18,77,40966077,0.01,4442495,4349111,5813302,9,2021
2021-09-26,Denmark,372,2,17,85,40994615,0.011,4443322,4351899,5813302,9,2021
2021-09-27,Denmark,338,4,18,95,41034830,0.011,4444421,4355213,5813302,9,2021
2021-09-28,Denmark,476,6,15,93,41072528,0.011,4445635,4358583,5813302,9,2021
2021-09-29,Denmark,565,2,16,89,41110775,0.012,4446905,4361897,5813302,9,2021
2021-09-30,Denmark,447,2,18,93,41153240,0.012,4448006,4364502,5813302,9,2021
2021-10-01,Denmark,449,3,15,83,41187462,0.012,4449033,4366984,5813302,10,2021
2021-10-02,Denmark,458,4,12,85,41210271,0.013,4449741,4368571,5813302,10,2021
2021-10-03,Denmark,382,0,12,82,41239758,0.013,4450182,4369699,5813302,10,2021
2021-10-04,Denmark,380,1,12,86,41281608,0.013,4450960,4371345,5813302,10,2021
2021-10-05,Denmark,501,0,13,87,41320686,0.013,4452154,4373687,5813302,10,2021
2021-10-06,Denmark,578,1,11,95,41358761,0.013,4453502,4376076,5813302,10,2021
2021-10-07,Denmark,617,3,11,98,41405070,0.013,4454411,4377887,5813302,10,2021
2021-10-08,Denmark,711,1,14,88,41443969,0.014,4455492,4379877,5813302,10,2021
2021-10-09,Denmark,633,0,17,77,41471413,0.015,4456228,4381544,5813302,10,2021
2021-10-10,Denmark,544,0,15,83,41508467,0.015,4456666,4382380,5813302,10,2021
2021-10-11,Denmark,585,2,17,89,41562867,0.015,4457422,4383762,5813302,10,2021
2021-10-12,Denmark,604,3,17,89,41616654,0.014,4458574,4386030,5813302,10,2021
2021-10-13,Denmark,805,0,18,91,41672747,0.014,4459703,4388014,5813302,10,2021
2021-10-14,Denmark,778,2,16,90,41742931,0.014,4460541,4389656,5813302,10,2021
2021-10-15,Denmark,718,3,14,105,41799763,0.013,4461592,4391387,5813302,10,2021
2021-10-16,Denmark,753,1,15,110,41839439,0.013,4462260,4392444,5813302,10,2021
2021-10-17,Denmark,609,5,15,120,41880169,0.013,4462620,4393150,5813302,10,2021
2021-10-18,Denmark,752,3,13,121,41934320,0.014,4463408,4394188,5813302,10,2021
2021-10-19,Denmark,790,2,15,120,41989843,0.014,4464553,4395845,5813302,10,2021
2021-10-20,Denmark,1139,4,11,126,42060719,0.014,4465747,4397405,5813302,10,2021
2021-10-21,Denmark,1323,2,14,132,42151542,0.015,4466885,4398676,5813302,10,2021
2021-10-22,Denmark,1323,0,16,144,42221964,0.016,4468115,4400065,5813302,10,2021
2021-10-23,Denmark,1351,1,16,156,42276786,0.017,4468789,4401033,5813302,10,2021
2021-10-24,Denmark,1427,2,19,167,42348209,0.017,4469316,4401612,5813302,10,2021
2021-10-25,Denmark,1426,0,20,186,42435738,0.018,4470438,4402833,5813302,10,2021
2021-10-26,Denmark,1378,4,22,195,42522691,0.018,4471999,4404472,5813302,10,2021
2021-10-27,Denmark,1942,5,23,200,42611898,0.018,4473737,4406194,5813302,10,2021
2021-10-28,Denmark,2007,1,24,212,42723666,0.019,4475402,4407614,5813302,10,2021
2021-10-29,Denmark,1877,0,28,221,42822306,0.019,4476997,4409149,5813302,10,2021
