area,party,year,validVotes,personalVotes,listedMen,listedWomen,electedMen,electedWomen
Kalundborg,Social Democratic Party,2005,5031,3845,14,10,3,4
Kalundborg,Social Democratic Party,2009,5761,4366,9,7,3,5
Kalundborg,Social Democratic Party,2013,5770,4036,5,6,3,3
Kalundborg,Social Democratic Party,2017,6835,4828,9,8,3,5
Kalundborg,Social Liberal Party,2005,1283,1053,10,5,1,0
Kalundborg,Social Liberal Party,2009,1429,1272,7,2,1,0
Kalundborg,Social Liberal Party,2013,1814,1546,7,2,2,0
Kalundborg,Social Liberal Party,2017,1065,882,5,2,1,0
Kalundborg,Conservative Peoples Party,2005,870,660,7,3,1,0
Kalundborg,Conservative Peoples Party,2009,829,579,3,2,1,0
Kalundborg,Conservative Peoples Party,2013,621,491,4,3,0,0
Kalundborg,Conservative Peoples Party,2017,591,407,6,1,0,0
Kalundborg,Nye Borgerlige,2005,0,0,0,0,0,0
Kalundborg,Nye Borgerlige,2009,0,0,0,0,0,0
Kalundborg,Nye Borgerlige,2013,0,0,0,0,0,0
Kalundborg,Nye Borgerlige,2017,504,295,2,1,0,0
Kalundborg,Socialist Peoples Party,2005,6204,5810,16,6,5,3
Kalundborg,Socialist Peoples Party,2009,3751,2373,10,9,2,3
Kalundborg,Socialist Peoples Party,2013,1238,888,4,4,0,1
Kalundborg,Socialist Peoples Party,2017,1256,821,5,2,1,0
Kalundborg,Liberal Alliance,2005,0,0,0,0,0,0
Kalundborg,Liberal Alliance,2009,0,0,0,0,0,0
Kalundborg,Liberal Alliance,2013,410,265,3,0,0,0
Kalundborg,Liberal Alliance,2017,483,318,6,0,0,0
Kalundborg,Danish Peoples Party (1997-),2005,1713,850,4,1,1,1
Kalundborg,Danish Peoples Party (1997-),2009,3361,1964,5,2,3,1
Kalundborg,Danish Peoples Party (1997-),2013,4613,2633,6,2,3,2
Kalundborg,Danish Peoples Party (1997-),2017,4329,2492,6,3,4,1
Kalundborg,The Slesvig Party,2005,0,0,0,0,0,0
Kalundborg,The Slesvig Party,2009,0,0,0,0,0,0
Kalundborg,The Slesvig Party,2013,0,0,0,0,0,0
Kalundborg,The Slesvig Party,2017,0,0,0,0,0,0
Kalundborg,Liberal Democratic Party,2005,7441,6433,24,11,9,1
Kalundborg,Liberal Democratic Party,2009,8050,6980,20,4,9,2
Kalundborg,Liberal Democratic Party,2013,9879,8629,17,7,7,4
Kalundborg,Liberal Democratic Party,2017,9461,8387,12,6,7,4
Kalundborg,Unity List,2005,316,180,4,1,0,0
Kalundborg,Unity List,2009,250,125,1,2,0,0
Kalundborg,Unity List,2013,1986,1026,6,3,2,0
Kalundborg,Unity List,2017,1481,878,4,3,1,0
Kalundborg,The Alternative,2005,0,0,0,0,0,0
Kalundborg,The Alternative,2009,0,0,0,0,0,0
Kalundborg,The Alternative,2013,0,0,0,0,0,0
Kalundborg,The Alternative,2017,362,185,2,0,0,0
Kalundborg,"Letters not reserved, total",2005,2803,2579,36,10,2,0
Kalundborg,"Letters not reserved, total",2009,960,839,5,3,0,1
Kalundborg,"Letters not reserved, total",2013,344,284,3,1,0,0
Kalundborg,"Letters not reserved, total",2017,428,344,8,3,0,0
Lolland,Social Democratic Party,2005,8366,7171,25,10,9,1
Lolland,Social Democratic Party,2009,7741,6592,22,7,9,2
Lolland,Social Democratic Party,2013,6892,5518,13,6,6,3
Lolland,Social Democratic Party,2017,9272,7706,11,4,9,2
Lolland,Social Liberal Party,2005,393,257,3,2,0,0
Lolland,Social Liberal Party,2009,340,244,5,1,0,0
Lolland,Social Liberal Party,2013,248,150,4,2,0,0
Lolland,Social Liberal Party,2017,165,92,3,1,0,0
Lolland,Conservative Peoples Party,2005,1144,977,15,5,1,0
Lolland,Conservative Peoples Party,2009,2141,1985,4,4,1,2
Lolland,Conservative Peoples Party,2013,2550,2428,5,4,1,2
Lolland,Conservative Peoples Party,2017,447,348,4,1,0,0
Lolland,Nye Borgerlige,2005,0,0,0,0,0,0
Lolland,Nye Borgerlige,2009,0,0,0,0,0,0
Lolland,Nye Borgerlige,2013,0,0,0,0,0,0
Lolland,Nye Borgerlige,2017,218,142,3,2,0,0
Lolland,Socialist Peoples Party,2005,8293,7947,13,5,7,2
Lolland,Socialist Peoples Party,2009,6875,5394,12,7,5,4
Lolland,Socialist Peoples Party,2013,2492,2138,8,4,1,2
Lolland,Socialist Peoples Party,2017,1210,878,5,3,1,0
Lolland,Liberal Alliance,2005,0,0,0,0,0,0
Lolland,Liberal Alliance,2009,90,82,2,0,0,0
Lolland,Liberal Alliance,2013,179,123,2,1,0,0
Lolland,Liberal Alliance,2017,68,50,2,1,0,0
Lolland,Danish Peoples Party (1997-),2005,1656,1163,4,3,2,0
Lolland,Danish Peoples Party (1997-),2009,2614,1744,3,4,2,1
Lolland,Danish Peoples Party (1997-),2013,2917,1899,7,3,3,1
Lolland,Danish Peoples Party (1997-),2017,2364,1380,4,2,2,1
Lolland,The Slesvig Party,2005,0,0,0,0,0,0
Lolland,The Slesvig Party,2009,0,0,0,0,0,0
Lolland,The Slesvig Party,2013,0,0,0,0,0,0
Lolland,The Slesvig Party,2017,0,0,0,0,0,0
Lolland,Liberal Democratic Party,2005,6773,6319,19,5,6,2
Lolland,Liberal Democratic Party,2009,3931,3421,10,3,4,1
Lolland,Liberal Democratic Party,2013,7197,6668,10,7,8,1
Lolland,Liberal Democratic Party,2017,3861,3407,9,2,4,1
Lolland,Unity List,2005,635,519,8,4,0,0
Lolland,Unity List,2009,457,391,6,3,0,0
Lolland,Unity List,2013,1710,1079,8,2,1,1
Lolland,Unity List,2017,967,561,14,4,0,1
Lolland,The Alternative,2005,0,0,0,0,0,0
Lolland,The Alternative,2009,0,0,0,0,0,0
Lolland,The Alternative,2013,0,0,0,0,0,0
Lolland,The Alternative,2017,211,126,4,0,0,0
Lolland,"Letters not reserved, total",2005,880,791,14,1,1,0
Lolland,"Letters not reserved, total",2009,40,33,1,0,0,0
Lolland,"Letters not reserved, total",2013,1753,1530,14,5,1,0
Lolland,"Letters not reserved, total",2017,4614,4235,23,10,3,1
Næstved,Social Democratic Party,2005,19630,17628,24,10,11,6
Næstved,Social Democratic Party,2009,13984,11621,18,8,7,4
Næstved,Social Democratic Party,2013,18841,16266,18,9,8,6
Næstved,Social Democratic Party,2017,18094,15066,18,6,7,6
Næstved,Social Liberal Party,2005,1338,870,7,2,1,0
Næstved,Social Liberal Party,2009,1280,981,4,1,2,0
Næstved,Social Liberal Party,2013,1481,1143,5,2,1,0
Næstved,Social Liberal Party,2017,3057,2600,12,7,2,0
Næstved,Conservative Peoples Party,2005,3235,2569,8,1,2,0
Næstved,Conservative Peoples Party,2009,3326,2487,11,2,1,1
Næstved,Conservative Peoples Party,2013,4101,3686,9,4,1,2
Næstved,Conservative Peoples Party,2017,2896,2423,9,4,1,1
Næstved,Nye Borgerlige,2005,0,0,0,0,0,0
Næstved,Nye Borgerlige,2009,0,0,0,0,0,0
Næstved,Nye Borgerlige,2013,0,0,0,0,0,0
Næstved,Nye Borgerlige,2017,578,331,4,1,0,0
Næstved,Socialist Peoples Party,2005,1600,911,6,4,1,0
Næstved,Socialist Peoples Party,2009,5236,2994,7,4,3,1
Næstved,Socialist Peoples Party,2013,1409,919,4,6,0,1
Næstved,Socialist Peoples Party,2017,1752,1100,3,4,0,1
Næstved,Liberal Alliance,2005,0,0,0,0,0,0
Næstved,Liberal Alliance,2009,0,0,0,0,0,0
Næstved,Liberal Alliance,2013,746,439,6,0,0,0
Næstved,Liberal Alliance,2017,796,436,7,0,0,0
Næstved,Danish Peoples Party (1997-),2005,2397,1271,7,2,1,0
Næstved,Danish Peoples Party (1997-),2009,3884,2077,4,2,2,1
Næstved,Danish Peoples Party (1997-),2013,4199,1839,7,1,2,1
Næstved,Danish Peoples Party (1997-),2017,4188,2051,5,2,1,1
Næstved,The Slesvig Party,2005,0,0,0,0,0,0
Næstved,The Slesvig Party,2009,0,0,0,0,0,0
Næstved,The Slesvig Party,2013,0,0,0,0,0,0
Næstved,The Slesvig Party,2017,0,0,0,0,0,0
Næstved,Liberal Democratic Party,2005,10412,8843,22,7,7,2
Næstved,Liberal Democratic Party,2009,10818,9226,13,5,7,2
Næstved,Liberal Democratic Party,2013,12074,9986,18,5,6,2
Næstved,Liberal Democratic Party,2017,11303,8950,13,6,7,2
Næstved,Unity List,2005,904,581,3,4,0,0
Næstved,Unity List,2009,528,290,3,3,0,0
Næstved,Unity List,2013,2578,1227,6,2,1,0
Næstved,Unity List,2017,2156,1140,5,2,1,1
Næstved,The Alternative,2005,0,0,0,0,0,0
Næstved,The Alternative,2009,0,0,0,0,0,0
Næstved,The Alternative,2013,0,0,0,0,0,0
Næstved,The Alternative,2017,470,280,1,0,0,0
Næstved,"Letters not reserved, total",2005,2284,2024,16,7,0,0
Næstved,"Letters not reserved, total",2009,910,748,7,0,0,0
Næstved,"Letters not reserved, total",2013,1088,805,12,2,0,0
Næstved,"Letters not reserved, total",2017,628,428,8,0,0,0
Odsherred,Social Democratic Party,2005,6583,5665,9,6,6,4
Odsherred,Social Democratic Party,2009,6052,5253,11,7,4,5
Odsherred,Social Democratic Party,2013,7858,6877,11,5,7,4
Odsherred,Social Democratic Party,2017,8541,7475,12,7,9,3
Odsherred,Social Liberal Party,2005,1112,860,8,7,1,1
Odsherred,Social Liberal Party,2009,544,420,3,3,0,0
Odsherred,Social Liberal Party,2013,392,239,4,3,0,0
Odsherred,Social Liberal Party,2017,766,634,7,2,1,0
Odsherred,Conservative Peoples Party,2005,1018,834,9,3,1,0
Odsherred,Conservative Peoples Party,2009,672,474,6,2,1,0
Odsherred,Conservative Peoples Party,2013,456,353,4,3,0,0
Odsherred,Conservative Peoples Party,2017,486,319,4,3,0,0
Odsherred,Nye Borgerlige,2005,0,0,0,0,0,0
Odsherred,Nye Borgerlige,2009,0,0,0,0,0,0
Odsherred,Nye Borgerlige,2013,0,0,0,0,0,0
Odsherred,Nye Borgerlige,2017,262,178,4,1,0,0
Odsherred,Socialist Peoples Party,2005,1260,903,8,5,1,0
Odsherred,Socialist Peoples Party,2009,1981,1178,3,7,1,2
Odsherred,Socialist Peoples Party,2013,681,454,2,5,1,0
Odsherred,Socialist Peoples Party,2017,625,365,5,4,1,0
Odsherred,Liberal Alliance,2005,0,0,0,0,0,0
Odsherred,Liberal Alliance,2009,0,0,0,0,0,0
Odsherred,Liberal Alliance,2013,304,215,4,0,0,0
